Site,Habitat,coverhabs,cover,biomass,n15,h,sw,simp,invsimp,j,Actiniaria,Aglajidae,Alpheidae,Amphinomidae,Amphipoda,Anaspidea,Anthuridae,Aplustridae,Asellota,Asterinidae,Bivalvia,Blennidae,Bonelliida,Brachyura,Buccinidae,Bullidae,Cancellaridae,Caprellidae,Cardiidae,Chitonidae,Cidaridae,Cirratulidae,Columbellidae,Conidae,Costellariidae,Crinoidea,Cumacea,Cypraeidae,Diadematidae,Dialidae,Diogenidae,Dromiidae,Epialtidae,Epitoniidae,Eunicidae,Fasciolariidae,Fissurellidae,Galatheidae,Gastropoda,Gobiidae,Golfingiidae,Gonodactylidae,Haliotidae,Haminoeidae,Hesionidae,Hippolytidae,Isopoda,Joeropsididae,Labridae,Limidae,Littorinidae,Majidae,Mitridae,Mollusca,Monacanthidae,Muricidae,Mysida,Mytilidae,Naticidae,Nematoda,Nemertea,Nereididae,Nudibranchia,Oligochaeta,Olividae,Ophiactidae,Ophidiasteridae,Ophiocomidae ,Ophiomyxidae ,Ophiotrichidae,Ophiuroidea,Opisthobranchia,Ostracoda,Ovulidae,Paguridae,Palaemonidae,Paranthuridae,Paratanaidae,Patellidae,Pectinidae,Penaeidae,Phascolosomatidae,Phasianellidae,Phyllodocidae,Pilumnidae,Plakobranchidae,Platyhelminthes,Pleurobranchidae,Polychaeta,Polynoidae,Pomacentridae,Porcellanidae,Portunidae,Potamididae,Pseudocerotidae,Pteriidae,Pycnogonida,Pyramidellidae,Rissoinidae,Scleractinia,Scorpaenidae,Sipuncula,Stenetriidae ,Stomatopoda,Strombidae,Syllidae,Tanaidacea,Terebellida,Terebridae,Tetraliidae ,Toxopneustidae,Trapeziidae,Triphoridae,Triviidae,Trochidae,Turbinellidae,Turbinidae,Turridae,Veneridae,Vermetidae,Volutidae,Xanthidae
Sew4,Live_P,0.87141137,0.458333333,59.43505556,2.666,1.57748942,1.57748942,0.73553719,3.78125,0.810669198,0,0,64.14592637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.07296318,0,0,0,0,0,0,0,0,32.07296318,0,0,0,0,0,0,288.6566687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.14592637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.4377791,0,0,0,0,0,0,0,0,0,32.07296318
Sew4,Live_P,0.87141137,0.458333333,59.43505556,2.666,1.310783678,1.310783678,0.716049383,3.52173913,0.945530556,0,0,59.81664637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.72496956,0,0,0,0,0,0,0,0,0,29.90832319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.72496956,0,0,0,0,0,0,0,0,0,0
Sew4,Live_P,0.87141137,0.458333333,59.43505556,2.666,1.787316042,1.787316042,0.775086505,4.446153846,0.85951733,0,0,34.98484021,0,17.4924201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4924201,0,0,0,0,0,0,17.4924201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.98484021,0,0,0,0,0,0,0,0,0,17.4924201,0,0,0,0,0,0,0,0,0,34.98484021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.4469407,0,0,0,0,0,0,0,0,0,0
Ngk_M,Rubble,94.46902655,17.79166667,32.90316667,1.434,2.868359946,2.868359946,0.910509356,11.1743525,0.827633734,0,0,554.5357197,0,2138.92349,0,158.4387771,0,0,0,79.21938854,0,158.4387771,0,0,0,0,0,0,0,79.21938854,0,158.4387771,0,475.3163312,0,0,0,0,0,237.6581656,0,0,0,0,79.21938854,158.4387771,1188.290828,0,79.21938854,0,0,0,0,0,237.6581656,554.5357197,0,0,79.21938854,0,158.4387771,316.8775541,0,0,0,0,79.21938854,0,0,0,0,0,158.4387771,0,0,0,0,0,0,396.0969427,0,0,0,0,79.21938854,0,0,0,0,158.4387771,0,0,0,79.21938854,0,0,0,633.7551083,0,0,0,79.21938854,1425.948994,0,0,0,0,0,0,0,0,0,79.21938854,0,0,79.21938854,0,158.4387771,0,0,0,0,0,158.4387771,0,0,0,0,0,0,79.21938854
Ngk_M,Rubble,94.46902655,17.79166667,32.90316667,1.434,2.827263042,2.827263042,0.923734385,13.11206897,0.889620879,0,0,133.1138057,0,532.4552228,0,66.55690285,0,0,0,66.55690285,0,0,0,0,0,0,0,0,133.1138057,0,0,0,0,133.1138057,0,0,66.55690285,66.55690285,0,0,0,0,0,0,66.55690285,0,465.8983199,0,199.6707085,0,0,0,133.1138057,0,0,199.6707085,0,0,0,66.55690285,0,0,0,0,0,0,66.55690285,0,0,0,0,0,0,0,0,0,0,0,0,199.6707085,0,0,0,0,332.7845142,0,0,0,0,0,0,0,0,0,0,0,0,599.0121256,0,0,0,0,732.1259313,0,0,0,0,66.55690285,0,0,0,0,133.1138057,0,0,532.4552228,0,133.1138057,0,66.55690285,0,0,0,0,0,0,0,0,0,0,0
Ngk_M,Rubble,94.46902655,17.79166667,32.90316667,1.434,3.086178916,3.086178916,0.925803403,13.47770701,0.868038477,91.46953498,0,91.46953498,0,823.2258148,0,182.93907,0,91.46953498,0,0,0,91.46953498,0,0,91.46953498,0,182.93907,91.46953498,0,0,0,91.46953498,91.46953498,91.46953498,0,0,0,0,182.93907,0,0,0,0,0,365.8781399,0,1554.982095,0,182.93907,0,0,182.93907,182.93907,0,0,274.4086049,0,0,0,182.93907,91.46953498,0,0,0,0,0,182.93907,0,0,0,0,182.93907,91.46953498,0,0,0,0,0,0,365.8781399,182.93907,0,0,182.93907,91.46953498,0,0,0,0,0,0,91.46953498,0,0,0,0,0,274.4086049,0,0,0,0,1097.63442,0,91.46953498,0,0,0,0,0,0,91.46953498,0,0,0,0,0,182.93907,0,0,0,0,0,91.46953498,0,0,0,0,0,0,0
Ngk_N,Rubble,98.3755008,29.875,20.29016667,2.274,2.76539252,2.76539252,0.86547272,7.433436533,0.805300764,0,182.3765693,0,60.79218978,121.5843796,0,0,0,0,0,0,0,0,0,243.1687591,60.79218978,121.5843796,0,0,60.79218978,0,0,0,60.79218978,182.3765693,0,0,0,60.79218978,121.5843796,60.79218978,0,0,0,0,364.7531387,0,121.5843796,0,182.3765693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.79218978,60.79218978,0,0,0,60.79218978,60.79218978,60.79218978,0,0,0,0,0,0,121.5843796,60.79218978,0,0,182.3765693,60.79218978,182.3765693,0,0,0,0,0,0,0,0,0,0,0,243.1687591,0,0,0,121.5843796,2006.142263,0,0,0,364.7531387,0,0,0,0,0,0,0,0,243.1687591,0,60.79218978,0,0,0,0,0,0,0,0,0,0,0,0,0
Ngk_N,Rubble,98.3755008,29.875,20.29016667,2.274,3.234594985,3.234594985,0.942330559,17.34020619,0.895781921,0,117.3566076,117.3566076,58.67830381,1114.887772,0,0,0,0,0,0,0,0,0,352.0698228,0,234.7132152,117.3566076,0,117.3566076,0,0,0,176.0349114,58.67830381,0,0,0,0,117.3566076,58.67830381,0,0,0,0,352.0698228,0,352.0698228,0,176.0349114,0,0,58.67830381,0,0,58.67830381,293.391519,0,0,0,0,0,0,0,0,0,58.67830381,117.3566076,0,0,0,352.0698228,0,0,0,58.67830381,0,0,0,0,234.7132152,0,58.67830381,0,117.3566076,117.3566076,58.67830381,0,0,58.67830381,0,0,0,0,0,0,0,0,0,0,0,0,117.3566076,176.0349114,0,0,0,586.7830381,0,0,0,0,0,0,0,0,293.391519,0,176.0349114,0,0,0,117.3566076,0,58.67830381,0,58.67830381,0,0,0,0,58.67830381
Ngk_N,Rubble,98.3755008,29.875,20.29016667,2.274,3.05384293,3.05384293,0.933980807,15.14711033,0.889299449,0,67.87619382,271.5047753,135.7523876,746.638132,67.87619382,0,0,0,0,0,0,0,0,339.3809691,0,407.2571629,271.5047753,0,0,0,67.87619382,0,203.6285815,67.87619382,0,0,67.87619382,0,67.87619382,0,0,0,0,0,203.6285815,0,339.3809691,0,67.87619382,0,0,0,0,0,67.87619382,203.6285815,0,0,0,0,0,0,67.87619382,0,0,0,0,0,0,0,0,0,67.87619382,67.87619382,67.87619382,0,0,0,0,271.5047753,0,271.5047753,0,135.7523876,0,0,0,0,0,67.87619382,0,0,0,0,0,0,0,0,0,0,0,0,1018.142907,0,0,0,67.87619382,0,0,0,0,0,0,0,0,203.6285815,0,67.87619382,0,0,0,271.5047753,0,0,0,0,0,0,0,0,0
Ngk_S,Rubble,90.98039216,9.666666667,29.38377778,1.86,2.721579762,2.721579762,0.907908429,10.85875706,0.88047311,0,0,0,0,299.7191204,0,0,0,0,0,0,0,0,0,59.94382407,0,0,0,0,0,0,0,0,0,59.94382407,0,0,0,0,0,0,0,0,0,0,0,0,719.3258889,0,119.8876481,0,0,0,0,0,119.8876481,179.8314722,0,0,0,0,0,59.94382407,0,59.94382407,0,0,0,0,0,0,0,0,0,0,59.94382407,59.94382407,0,0,0,119.8876481,0,0,59.94382407,119.8876481,179.8314722,0,0,0,0,0,119.8876481,59.94382407,0,0,0,0,0,119.8876481,0,0,0,0,299.7191204,0,0,0,0,0,0,0,0,0,0,0,0,599.4382407,0,59.94382407,0,0,0,0,0,0,0,0,0,0,0,0,179.8314722
Ngk_S,Rubble,90.98039216,9.666666667,29.38377778,1.86,3.033432928,3.033432928,0.909493945,11.04898447,0.822318258,0,0,126.1281462,63.0640731,1765.794047,0,0,0,0,0,252.2562924,0,63.0640731,0,63.0640731,189.1922193,0,0,0,0,0,0,315.3203655,189.1922193,378.3844386,0,0,0,0,0,0,0,0,0,63.0640731,189.1922193,0,378.3844386,0,0,0,0,63.0640731,0,0,126.1281462,63.0640731,0,0,0,0,63.0640731,126.1281462,0,0,0,0,63.0640731,0,0,0,126.1281462,0,0,126.1281462,0,63.0640731,0,0,0,189.1922193,0,0,0,252.2562924,126.1281462,0,63.0640731,63.0640731,63.0640731,63.0640731,63.0640731,0,0,63.0640731,0,0,0,252.2562924,63.0640731,0,0,63.0640731,315.3203655,0,0,0,0,0,0,0,126.1281462,0,0,0,0,1576.601827,0,63.0640731,0,0,0,0,0,0,0,189.1922193,126.1281462,0,0,0,0
Ngk_S,Rubble,90.98039216,9.666666667,29.38377778,1.86,3.098153074,3.098153074,0.919414109,12.4091201,0.823713969,0,0,67.87619382,135.7523876,1968.409621,0,0,0,203.6285815,0,0,0,0,0,0,0,0,67.87619382,0,67.87619382,0,0,67.87619382,67.87619382,67.87619382,0,0,0,0,135.7523876,135.7523876,0,0,0,0,339.3809691,0,950.2667135,0,67.87619382,0,0,67.87619382,0,0,1018.142907,135.7523876,339.3809691,67.87619382,0,0,0,271.5047753,0,0,67.87619382,67.87619382,67.87619382,67.87619382,0,0,271.5047753,0,0,0,0,0,0,0,0,407.2571629,135.7523876,0,0,0,203.6285815,0,0,67.87619382,0,0,0,67.87619382,67.87619382,67.87619382,0,0,0,135.7523876,0,0,0,0,678.7619382,67.87619382,0,67.87619382,0,0,0,0,0,67.87619382,67.87619382,0,0,135.7523876,0,0,0,0,0,0,67.87619382,135.7523876,0,0,67.87619382,0,0,0,135.7523876
SDO,Rubble,82.18318695,27.29166667,23.052,2.006,2.783465014,2.783465014,0.914600551,11.70967742,0.854322449,0,0,871.4132739,0,950.6326624,0,0,0,0,0,0,0,0,0,79.21938854,79.21938854,0,0,0,79.21938854,0,0,0,79.21938854,475.3163312,0,0,0,0,0,237.6581656,0,0,0,0,79.21938854,79.21938854,1346.729605,0,475.3163312,0,0,79.21938854,0,0,0,158.4387771,0,79.21938854,0,0,0,0,0,0,158.4387771,0,158.4387771,0,0,0,0,0,0,0,0,79.21938854,0,0,0,0,0,0,0,0,871.4132739,0,0,0,0,0,0,0,0,158.4387771,0,0,0,237.6581656,0,0,0,0,316.8775541,0,0,0,0,0,0,0,0,0,0,79.21938854,0,0,0,396.0969427,0,0,0,0,0,0,0,158.4387771,0,0,0,0,79.21938854
SDO,Rubble,82.18318695,27.29166667,23.052,2.006,2.56434245,2.56434245,0.8601947,7.152804642,0.806890816,0,0,166.3609223,0,582.2632279,0,0,0,0,0,83.18046113,0,0,0,166.3609223,332.7218445,0,0,0,166.3609223,0,0,0,0,249.5413834,0,0,0,83.18046113,0,0,0,0,0,0,249.5413834,83.18046113,2329.052912,0,166.3609223,0,0,83.18046113,0,0,332.7218445,166.3609223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.18046113,0,0,0,0,83.18046113,0,0,0,0,249.5413834,0,0,0,83.18046113,0,0,0,0,0,0,0,0,249.5413834,0,0,0,0,831.8046113,0,0,83.18046113,0,0,0,0,0,0,0,83.18046113,0,166.3609223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SDO,Rubble,82.18318695,27.29166667,23.052,2.006,2.69249712,2.69249712,0.905188739,10.54727031,0.871064426,0,0,263.2370638,0,263.2370638,0,350.9827517,0,0,0,87.74568793,0,0,0,0,0,0,0,0,0,0,0,0,0,87.74568793,0,0,0,87.74568793,0,0,0,0,0,0,526.4741276,175.4913759,1667.168071,350.9827517,0,0,0,526.4741276,0,0,175.4913759,175.4913759,0,0,0,0,0,0,87.74568793,0,0,0,0,0,701.9655034,0,0,0,0,0,0,0,0,0,0,87.74568793,0,0,0,0,263.2370638,0,0,0,0,0,0,0,0,0,0,0,0,438.7284396,0,0,0,0,1052.948255,0,0,0,0,0,0,0,0,0,0,0,0,175.4913759,0,0,0,0,0,0,0,0,0,175.4913759,0,0,0,87.74568793,0
Sew1,Rubble,98.13579873,10.79166667,18.22261111,3.006,2.010770419,2.010770419,0.798833819,4.971014493,0.809193544,0,0,107.5016614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.5016614,0,0,0,0,0,0,0,0,0,0,0,0,161.2524921,0,430.0066456,0,161.2524921,0,0,53.75083069,0,0,215.0033228,53.75083069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.5016614,0,0,0,0,1021.265783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.75083069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161.2524921
Sew1,Rubble,98.13579873,10.79166667,18.22261111,3.006,2.714073511,2.714073511,0.918282548,12.23728814,0.921762526,0,0,424.1940313,141.3980104,70.69900522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.69900522,0,141.3980104,0,0,0,0,70.69900522,212.0970157,70.69900522,70.69900522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.69900522,0,0,70.69900522,0,0,0,0,0,0,0,0,282.7960209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.69900522,353.4950261,0,0,0,0,0,0,0,0,0,0,0,0,70.69900522,0,0,0,0,0,70.69900522,0,0,0,212.0970157,0,70.69900522,0,0,141.3980104
Sew1,Rubble,98.13579873,10.79166667,18.22261111,3.006,2.59902705,2.59902705,0.910295858,11.14775726,0.899201649,0,0,203.6285815,0,67.87619382,0,0,0,0,271.5047753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.87619382,0,0,0,0,0,0,271.5047753,0,543.0095506,0,475.1333568,0,0,135.7523876,0,0,407.2571629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.87619382,67.87619382,0,0,0,0,0,0,0,0,610.8857444,0,0,0,0,0,0,0,0,0,0,0,0,203.6285815,67.87619382,0,0,0,135.7523876,0,0,0,67.87619382,0,0,0,0,0,0,0,0,135.7523876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610.8857444
Sew2,Rubble,98.25726141,24.66666667,14.42238889,3.108,3.075505206,3.075505206,0.945865556,18.47252747,0.933148493,0,0,221.0135875,55.25339688,442.0271751,0,110.5067938,0,0,0,0,0,0,0,221.0135875,165.7601906,276.2669844,0,0,55.25339688,0,0,0,0,221.0135875,0,0,0,0,0,0,0,0,0,0,55.25339688,0,276.2669844,0,221.0135875,0,0,331.5203813,0,0,221.0135875,110.5067938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.25339688,0,0,0,0,110.5067938,55.25339688,0,0,110.5067938,221.0135875,0,0,55.25339688,0,0,0,0,0,0,0,0,0,221.0135875,0,0,0,0,55.25339688,0,0,0,55.25339688,0,0,0,0,0,0,0,55.25339688,0,0,0,0,0,0,0,0,110.5067938,0,0,0,0,0,0,442.0271751
Sew2,Rubble,98.25726141,24.66666667,14.42238889,3.108,2.986391032,2.986391032,0.930068027,14.29961089,0.878041083,0,0,0,141.3980104,212.0970157,0,70.69900522,0,0,0,0,0,0,0,706.9900522,0,70.69900522,212.0970157,0,70.69900522,0,0,141.3980104,0,0,0,0,0,141.3980104,0,0,0,0,0,0,141.3980104,0,353.4950261,0,353.4950261,0,0,1201.883089,0,0,353.4950261,70.69900522,0,0,0,282.7960209,70.69900522,0,70.69900522,0,70.69900522,0,0,0,0,70.69900522,0,0,0,0,0,0,0,0,0,0,70.69900522,0,0,0,282.7960209,0,0,0,0,0,0,141.3980104,0,0,0,0,0,565.5920418,0,0,0,70.69900522,777.6890575,0,0,0,0,0,0,0,0,141.3980104,0,0,0,0,0,70.69900522,0,0,0,0,0,0,0,0,70.69900522,0,0,0,424.1940313
Sew2,Rubble,98.25726141,24.66666667,14.42238889,3.108,3.058815956,3.058815956,0.945369407,18.3047619,0.938835274,0,136.3168205,340.7920512,272.633641,68.15841024,0,68.15841024,0,0,0,0,0,0,0,0,340.7920512,0,0,0,0,68.15841024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.15841024,136.3168205,136.3168205,0,272.633641,0,0,136.3168205,0,0,204.4752307,340.7920512,0,0,0,0,0,0,0,0,68.15841024,0,0,0,0,0,0,68.15841024,0,136.3168205,0,0,0,0,0,136.3168205,0,0,0,0,204.4752307,0,0,68.15841024,0,0,0,0,0,0,0,0,0,340.7920512,0,0,0,0,68.15841024,0,0,0,0,0,0,0,68.15841024,0,0,0,0,340.7920512,0,0,0,0,0,0,0,0,0,68.15841024,0,0,0,0,68.15841024
Sew3,Rubble,96.4513996,23.7826087,23.03161111,2.722,3.061368444,3.061368444,0.933984911,15.14805195,0.891490929,0,0,158.4387771,79.21938854,792.1938854,0,0,0,0,0,0,0,0,0,79.21938854,316.8775541,0,0,0,0,0,0,79.21938854,158.4387771,158.4387771,0,0,0,0,0,0,79.21938854,0,0,0,158.4387771,158.4387771,792.1938854,0,237.6581656,0,0,0,158.4387771,0,396.0969427,554.5357197,0,0,0,0,0,0,0,0,0,0,0,237.6581656,0,0,0,316.8775541,0,316.8775541,79.21938854,79.21938854,0,79.21938854,0,0,0,0,0,0,475.3163312,0,0,0,0,0,0,0,0,0,0,0,0,316.8775541,0,0,0,79.21938854,1425.948994,79.21938854,0,158.4387771,0,0,0,0,0,0,0,0,0,0,0,158.4387771,0,0,0,0,0,0,0,158.4387771,0,0,0,0,237.6581656
Sew3,Rubble,96.4513996,23.7826087,23.03161111,2.722,3.085584917,3.085584917,0.937199755,15.92350487,0.88247626,0,0,188.5704144,125.7136096,754.2816576,0,62.8568048,0,0,0,0,0,0,0,0,377.1408288,565.7112432,0,0,0,0,0,125.7136096,0,0,0,62.8568048,0,0,0,62.8568048,0,0,0,0,188.5704144,0,188.5704144,0,62.8568048,0,0,314.284024,62.8568048,0,0,188.5704144,62.8568048,0,0,251.4272192,0,62.8568048,0,0,62.8568048,0,0,62.8568048,0,0,0,0,62.8568048,0,62.8568048,0,0,0,0,62.8568048,0,62.8568048,0,62.8568048,314.284024,0,0,0,0,0,0,0,0,0,0,0,0,314.284024,0,0,0,0,188.5704144,0,0,62.8568048,0,0,502.8544384,0,0,0,0,0,0,942.8520721,0,0,0,0,0,0,0,62.8568048,0,0,0,0,0,0,188.5704144
Sew3,Rubble,96.4513996,23.7826087,23.03161111,2.722,2.964506341,2.964506341,0.929383049,14.16090584,0.871606675,67.87619382,0,135.7523876,0,543.0095506,0,67.87619382,0,0,0,67.87619382,0,67.87619382,0,0,67.87619382,0,0,0,0,0,0,0,0,0,0,0,0,0,67.87619382,0,0,0,0,0,135.7523876,0,475.1333568,0,339.3809691,0,0,0,0,0,203.6285815,1221.771489,67.87619382,0,0,67.87619382,67.87619382,0,0,0,0,0,67.87619382,67.87619382,0,0,0,0,0,0,135.7523876,0,0,0,0,407.2571629,67.87619382,0,0,339.3809691,339.3809691,0,0,0,0,0,0,0,0,0,0,0,0,543.0095506,0,0,0,0,610.8857444,0,0,0,135.7523876,0,0,0,0,0,0,0,0,678.7619382,0,0,0,0,0,0,0,67.87619382,0,135.7523876,0,0,0,0,135.7523876
Sew4,Rubble,22.20673046,11.68,59.43505556,2.666,2.774804801,2.774804801,0.912244898,11.39534884,0.873114475,0,0,310.3497198,186.2098319,186.2098319,0,0,0,0,0,0,0,62.06994396,0,0,62.06994396,186.2098319,0,0,0,0,0,0,0,62.06994396,0,0,0,0,0,0,0,0,0,0,124.1398879,0,868.9792154,0,372.4196638,0,0,310.3497198,0,0,0,0,0,0,0,62.06994396,0,0,0,0,62.06994396,0,62.06994396,0,0,0,0,0,0,0,0,62.06994396,0,0,0,62.06994396,0,0,0,62.06994396,62.06994396,0,0,0,0,0,0,0,0,0,0,0,0,558.6294956,0,0,0,62.06994396,124.1398879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.06994396,0,0,0,0,0,0,0,248.2797758,0,0,0,124.1398879,0
Sew4,Rubble,22.20673046,11.68,59.43505556,2.666,2.881095259,2.881095259,0.927197364,13.73576642,0.884287874,468.2292671,0,0,0,877.9298758,0,0,0,0,0,0,58.52865839,0,0,117.0573168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234.1146335,58.52865839,0,0,0,0,58.52865839,0,468.2292671,0,292.6432919,0,0,58.52865839,0,0,58.52865839,468.2292671,117.0573168,0,0,0,0,117.0573168,0,0,0,117.0573168,0,0,0,0,0,0,0,0,58.52865839,0,0,0,0,117.0573168,0,58.52865839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351.1719503,0,0,0,175.5859752,117.0573168,0,0,0,117.0573168,0,0,0,0,0,0,0,0,58.52865839,0,0,0,0,0,0,0,0,0,468.2292671,0,0,58.52865839,0,526.7579255
Sew4,Rubble,22.20673046,11.68,59.43505556,2.666,2.540033981,2.540033981,0.884989269,8.694840834,0.834296358,0,0,0,0,314.284024,0,62.8568048,0,0,0,0,0,0,0,0,125.7136096,62.8568048,0,0,0,0,0,251.4272192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1319.992901,0,377.1408288,0,0,188.5704144,0,0,62.8568048,188.5704144,125.7136096,0,62.8568048,0,0,0,0,0,0,0,0,0,0,0,0,0,62.8568048,0,62.8568048,62.8568048,0,0,0,251.4272192,0,0,0,0,62.8568048,0,0,0,0,0,0,0,0,0,0,0,0,628.568048,0,0,0,0,188.5704144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.5704144,0,0,0,0,942.8520721